Customer_ID,Age,Annual_Income,Outstanding_Debt,Total_EMI_per_month,Delay_from_due_date,Num_of_Delayed_Payment,Credit_Utilization_Ratio,Payment_Behaviour,Credit_Mix,Payment_of_Min_Amount,Occupation
29956,19.0,73737.36,1219.39,214.8134632011097,20.0,17.0,37.84472128823233,Low_spent_Large_value_payments,Standard,Yes,Lawyer
1908,34.0,88362.46,325.93,211.1843903373817,15.0,7.0,36.53896300815056,High_spent_Large_value_payments,Good,No,Musician
40816,45.0,118248.6,191.09,0.0,18.0,13.0,29.427164843543963,Low_spent_Small_value_payments,Good,NM,Entrepreneur
43894,26.0,60162.1,1037.45,220.2137267039484,18.0,10.0,32.078618877289,Low_spent_Medium_value_payments,Standard,Yes,Scientist
23775,18.0,75273.24,2497.34,351.36704467467814,50.0,11.0,24.8296719134678,Low_spent_Medium_value_payments,Standard,Yes,Musician
8580,18.0,54820.89,4795.13,169.48198431622052,41.0,17.0,28.20185654687037,High_spent_Medium_value_payments,Bad,Yes,Media_Manager
41302,42.0,58674.66,2425.38,116.10341691461672,55.0,23.0,33.808583730447694,Low_spent_Small_value_payments,Bad,NM,Entrepreneur
29938,30.0,30390.44,580.31,64.84803820501804,19.0,20.0,22.960527669460905,Low_spent_Small_value_payments,Standard,No,Architect
12427,43.0,45207.54,2497.48,148.91327341500903,24.0,20.0,25.09430322022676,High_spent_Medium_value_payments,Bad,Yes,Doctor
10279,18.0,144546.72,1045.11,1293.5054487288114,13.0,7.0,25.51813893799737,High_spent_Large_value_payments,Good,No,Scientist
41621,39.0,30346.35,523.56,96.72128021256924,29.0,6.0,26.31347755979629,High_spent_Medium_value_payments,Standard,Yes,Engineer
27694,47.0,18681.465,327.88,24.8214249786604,6.0,6.0,24.188798668584447,Low_spent_Small_value_payments,Good,No,Mechanic
14412,42.0,9841.34,4984.82,36.67512791916932,61.0,15.0,37.82197102652432,High_spent_Small_value_payments,Bad,Yes,Scientist
27835,35.0,72330.98,596.78,31.37979415843871,1.0,6.0,24.83928334598337,Low_spent_Large_value_payments,Good,No,Media_Manager
13995,16.0,43241.49,2174.16,460.4272666027642,36.0,17.0,30.59762389415997,High_spent_Medium_value_payments,Bad,Yes,Teacher
26185,19.0,34106.78,996.54,0.0,8.0,10.0,30.45487937090836,High_spent_Medium_value_payments,Standard,Yes,Mechanic
26710,25.0,129067.59,137.15,389.3056724525229,7.0,5.0,24.49869172989603,High_spent_Large_value_payments,Good,No,Teacher
41598,34.0,17001.34,1093.87,10.535555607461252,5.0,20.0,35.03187221946185,Low_spent_Small_value_payments,Standard,No,Architect
28685,21.0,44719.17,3818.57,248.599885855438,46.0,19.0,29.38080624152673,High_spent_Medium_value_payments,Bad,Yes,Accountant
30944,48.0,17787.34,730.9,20.06363388435491,5.0,15.0,29.998151246391902,Low_spent_Large_value_payments,Standard,No,Accountant
26516,42.0,103353.06,1374.56,64.00168567310892,4.0,12.0,23.17084458187908,High_spent_Large_value_payments,Good,No,Teacher
3628,38.0,31021.24,852.81,90.7591784649516,16.0,21.0,29.508619528945125,Low_spent_Small_value_payments,Standard,No,Journalist
14011,37.0,134978.24,668.14,662.7777405037292,9.0,15.0,24.856735139084428,Low_spent_Medium_value_payments,Standard,Yes,Journalist
42879,28.0,39800.12,660.69,58.48765733950958,17.0,20.0,28.62288043181345,Low_spent_Medium_value_payments,Standard,Yes,Writer
7792,17.0,14841.35,3865.15,71.54474307214656,60.0,14.0,37.15219502109304,Low_spent_Small_value_payments,Bad,NM,Manager
41781,22.0,66105.4,1549.56,214.07212305606225,26.0,22.0,24.714191993868127,High_spent_Large_value_payments,Bad,Yes,Architect
29152,28.0,15398.95,343.84,34.81396985624466,1.0,1.0,28.13568775694777,Low_spent_Large_value_payments,Good,No,Mechanic
19184,18.0,27070.07,919.76,73.23331847935155,11.0,15.0,24.73337423551513,High_spent_Small_value_payments,Standard,No,Developer
14433,53.0,17992.775,565.22,0.0,8.0,10.0,33.46438826001862,Low_spent_Small_value_payments,Good,No,Engineer
9229,56.0,139354.48,519.3,760.6082756978756,15.0,16.0,29.580723244778703,High_spent_Medium_value_payments,Standard,No,Musician
9810,22.0,18305.25,363.51,0.0,14.0,11.0,35.591860512627065,Low_spent_Small_value_payments,Good,No,Teacher
9626,26.0,27865.26,635.59,17.69844332156168,22.0,18.0,25.687375053748628,Low_spent_Small_value_payments,Standard,Yes,Journalist
10421,36.0,23404.86,35.54,0.0,12.0,17.0,32.491575969702374,Low_spent_Small_value_payments,Standard,Yes,Architect
34371,34.0,14205.09,4845.24,49.03239546911298,33.0,21.0,28.62089462573984,Low_spent_Small_value_payments,Bad,Yes,Musician
4821,28.0,62320.56,3589.56,171.34555972446432,23.0,15.0,23.11643715668561,High_spent_Small_value_payments,Bad,NM,Scientist
16132,25.0,43758.34,1194.28,56.31142051341512,11.0,2.0,35.74253976687775,Low_spent_Small_value_payments,Good,No,Manager
25286,20.0,144881.68,404.51,414.65601320398537,3.0,12.0,37.536347664994494,High_spent_Small_value_payments,Standard,Yes,Writer
14733,38.0,108147.3,1113.06,211.1795815692456,14.0,20.0,35.89139750893054,Low_spent_Small_value_payments,Standard,Yes,Media_Manager
24971,28.0,17759.1,3598.39,64.55062048800421,26.0,20.0,28.18214114257893,Low_spent_Medium_value_payments,Bad,Yes,Lawyer
29264,37.0,85328.73,585.05,68.4589661120162,17.0,17.0,22.56544762239665,Low_spent_Medium_value_payments,Good,No,Teacher
25653,27.0,134321.44,1428.68,1320.5490633616223,29.0,20.0,35.523325782962,High_spent_Medium_value_payments,Standard,NM,Writer
46765,24.0,61008.0,1755.81,189.4265306646308,16.0,19.0,25.47367253947206,High_spent_Medium_value_payments,Standard,Yes,Lawyer
30840,19.0,28665.76,1237.46,22.68817757992469,16.0,10.0,33.53347692686574,Low_spent_Small_value_payments,Standard,No,Developer
13749,19.0,56803.71,2593.44,187.190218862138,44.0,23.0,27.151242983425213,Low_spent_Small_value_payments,Bad,Yes,Lawyer
31247,32.0,38364.82,1973.63,74.85037187731447,34.0,22.0,35.43225493894156,High_spent_Small_value_payments,Bad,Yes,Architect
7177,22.0,66528.24,1460.8,0.0,20.0,12.0,30.58597494058668,High_spent_Medium_value_payments,Standard,NM,Lawyer
11277,55.0,19403.405,339.11,39.2149144347618,13.0,10.0,25.849131677822104,Low_spent_Small_value_payments,Good,No,Doctor
36979,19.0,31122.79,358.6,0.0,31.0,20.0,26.85277505624673,High_spent_Medium_value_payments,Standard,No,Journalist
10259,20.0,15015.4,330.17,11.685734566072789,27.0,8.0,28.38062137604166,Low_spent_Small_value_payments,Good,No,Architect
44179,34.0,19777.05,186.16,29.045533320072103,19.0,3.0,24.62688823106783,Low_spent_Medium_value_payments,Good,No,Engineer
35945,25.0,20188.02,399.92,25.58028081581637,9.0,6.0,36.09663269187183,High_spent_Small_value_payments,Good,No,Musician
13914,54.0,41345.58,646.47,0.0,7.0,0.0,23.74405011891018,High_spent_Medium_value_payments,Good,No,Scientist
30086,32.0,55151.04,1743.83,171.82306738090188,31.0,17.0,31.461453987029447,Low_spent_Small_value_payments,Bad,Yes,Engineer
40039,39.0,30536.62,687.87,42.97244101951375,19.0,8.0,28.52498558178205,Low_spent_Small_value_payments,Standard,Yes,Manager
31919,29.0,147499.6,1250.67,192.2064832741598,14.0,2.0,30.58439367083826,High_spent_Small_value_payments,Good,No,Architect
41719,43.0,20005.22,1859.45,59.51321413246297,22.0,20.0,25.47481436002419,Low_spent_Small_value_payments,Standard,Yes,Architect
24087,33.0,19795.52,3135.02,130.47547071749042,14.0,21.0,29.8848322848837,Low_spent_Small_value_payments,Bad,Yes,Scientist
4744,34.0,60938.13,3947.24,378.304673376643,26.0,21.0,36.591277640451366,Low_spent_Large_value_payments,Bad,Yes,Doctor
22139,54.0,80396.86,1357.54,0.0,8.0,11.0,30.881981479734783,Low_spent_Medium_value_payments,Good,No,Manager
9061,43.0,57610.32,4428.64,256.2341792269896,41.0,23.0,37.740502015919645,High_spent_Large_value_payments,Bad,Yes,Writer
35332,37.0,18717.02,2103.99,60.64699329311761,4.0,18.0,29.05066679848906,Low_spent_Small_value_payments,Standard,Yes,Journalist
24597,17.0,19163.22,2226.37,24.17564764974174,23.0,22.0,22.40065717835176,Low_spent_Small_value_payments,Standard,Yes,Journalist
8678,48.0,94554.87,1487.9,0.0,9.0,0.0,25.96845244947853,Low_spent_Large_value_payments,Good,No,Media_Manager
43430,27.0,63536.98,89.62,69.10085253082353,29.0,16.0,37.45884227990204,High_spent_Medium_value_payments,Standard,Yes,Musician
12679,40.0,9983.345,1823.35,29.24151868964153,22.0,16.0,26.29494402632972,High_spent_Large_value_payments,Standard,Yes,Architect
16319,15.0,27796.42,1073.94,36.06763128414976,18.0,11.0,33.9884417729958,High_spent_Medium_value_payments,Standard,NM,Accountant
38204,30.0,132872.72,89.68,144.83068233841504,14.0,5.0,29.55005879344251,High_spent_Large_value_payments,Good,No,Engineer
19114,42.0,140014.36,1151.7,348.6203964507333,27.0,9.0,27.06371959754867,High_spent_Large_value_payments,Standard,NM,Architect
10567,48.0,37071.2,869.99,74.69027138495908,14.0,8.0,30.49430852608319,High_spent_Small_value_payments,Good,No,Accountant
12512,20.0,41735.55,1480.92,109.61414671334232,15.0,7.0,29.27621739793857,Low_spent_Medium_value_payments,Good,NM,Entrepreneur
50103,38.0,40391.66,1950.62,60.370828399887685,33.0,23.0,23.347220759663223,Low_spent_Small_value_payments,Bad,Yes,Architect
7835,19.0,7441.295,2569.3,75.97491614797292,15.0,13.0,23.210114606564545,Low_spent_Small_value_payments,Standard,Yes,Writer
15240,40.0,19065.32,2008.06,76.21247400832009,23.0,15.0,35.58670021521672,Low_spent_Large_value_payments,Standard,NM,Scientist
44625,46.0,24585.55,195.38,30.447776935964107,9.0,14.0,31.15116071593713,Low_spent_Large_value_payments,Standard,Yes,Entrepreneur
47087,27.0,15013.73,1403.17,51.547924156742056,23.0,9.0,34.97962331450225,Low_spent_Large_value_payments,Standard,Yes,Manager
45704,44.0,126006.68,385.8,239.7673292742656,13.0,13.0,22.989722164027448,High_spent_Large_value_payments,Standard,Yes,Journalist
31266,49.0,102885.32,605.34,74.1586635323227,14.0,14.0,31.418099791745163,High_spent_Large_value_payments,Standard,Yes,Developer
38037,38.0,34212.01,512.38,66.6764133130149,18.0,9.0,27.02823304246173,Low_spent_Small_value_payments,Standard,No,Teacher
25841,26.0,118487.16,140.26,301.5608682455748,11.0,17.0,31.47302517120724,High_spent_Medium_value_payments,Standard,No,Entrepreneur
26441,26.0,77418.52,3962.08,339.0310322831334,38.0,23.0,23.412148890983463,High_spent_Large_value_payments,Bad,Yes,Mechanic
49609,46.0,24199.24,784.35,13.886305431201704,29.0,14.0,38.036707094098304,High_spent_Small_value_payments,Good,No,Architect
8970,48.0,28587.29,1496.38,0.0,0.0,2.0,28.10611882257154,Low_spent_Large_value_payments,Good,No,Musician
35112,32.0,16578.115,1054.86,21.42597208431386,10.0,13.0,33.19470505775127,Low_spent_Small_value_payments,Standard,Yes,Manager
26671,20.0,74647.4,4167.43,309.5754020995854,52.0,17.0,34.936324684015624,High_spent_Large_value_payments,Bad,NM,Writer
18481,43.0,34766.06,1374.23,78.09310673608609,4.0,7.0,22.85036837975912,Low_spent_Small_value_payments,Good,No,Mechanic
12965,23.0,16852.635,775.22,160.58587681425155,27.0,13.0,30.08041533923621,Low_spent_Large_value_payments,Standard,Yes,Engineer
28943,20.0,33502.1,2362.68,158.60792715213003,57.0,20.0,22.183579259878087,Low_spent_Large_value_payments,Standard,Yes,Scientist
42315,27.0,91690.53,1295.18,130.85085776482154,6.0,8.0,26.4487805517104,Low_spent_Medium_value_payments,Good,No,Media_Manager
22090,37.0,30502.54,1672.68,154.3933582633662,25.0,20.0,37.61101214370715,Low_spent_Small_value_payments,Standard,Yes,Entrepreneur
45056,21.0,30272.61,180.94,17.975850989790292,30.0,8.0,27.04666862898917,Low_spent_Small_value_payments,Standard,Yes,Media_Manager
9604,31.0,59971.42,203.03,107.93724129573393,11.0,20.0,34.4296386021376,High_spent_Medium_value_payments,Standard,No,Accountant
23103,33.0,42220.39,257.81,191.94974107665337,9.0,11.0,34.16244973206145,High_spent_Medium_value_payments,Good,No,Accountant
49985,51.0,43581.13,900.83,103.03307766103524,18.0,3.0,25.00899806480109,High_spent_Small_value_payments,Good,No,Architect
6806,50.0,28681.38,467.64,0.0,2.0,5.0,32.00410689909755,Low_spent_Medium_value_payments,Good,No,Media_Manager
47009,34.0,35376.32,1166.47,58.2166703210756,12.0,15.0,26.75140311428725,Low_spent_Medium_value_payments,Standard,NM,Doctor
12757,48.0,15488.885,1287.59,0.0,10.0,0.0,22.635461868586862,Low_spent_Small_value_payments,Good,No,Doctor
17911,26.0,19853.35,816.46,141.5145576001361,25.0,17.0,29.85795807199153,High_spent_Medium_value_payments,Standard,No,Entrepreneur
26135,33.0,115643.01,951.36,195.39400914592807,18.0,1.0,23.40766359389489,High_spent_Large_value_payments,Good,No,Writer
23424,44.0,7512.225,540.07,20.686107686895213,6.0,17.0,23.82272533190817,Low_spent_Small_value_payments,Standard,Yes,Journalist
42312,16.0,35161.46,4445.32,113.39108418671375,61.0,21.0,33.80137556192161,Low_spent_Small_value_payments,Bad,Yes,Mechanic
47594,34.0,9133.045,3035.88,30.20103247533153,61.0,16.0,28.29641139737807,High_spent_Small_value_payments,Bad,Yes,Writer
21696,23.0,19283.47,4404.48,84.6164317306805,38.0,15.0,22.990977657302075,Low_spent_Large_value_payments,Bad,Yes,Entrepreneur
9611,24.0,66502.76,276.91,80.100174314101,29.0,10.0,35.513554292163526,High_spent_Medium_value_payments,Good,No,Scientist
19380,34.0,9444.795,1701.58,27.59495029732186,26.0,11.0,25.641616855236283,Low_spent_Medium_value_payments,Standard,Yes,Media_Manager
36469,47.0,70112.78,877.06,69.71794787486095,5.0,3.0,34.29779849869348,High_spent_Medium_value_payments,Good,No,Doctor
3989,17.0,15604.56,2686.18,37.91235014270589,27.0,23.0,35.184081848501954,Low_spent_Small_value_payments,Bad,Yes,Entrepreneur
16424,37.0,68935.26,457.81,102.79630864901532,12.0,9.0,26.82103884348492,High_spent_Large_value_payments,Good,No,Manager
36280,42.0,31807.0,611.04,35.55369086237439,20.0,8.0,23.411434470120675,High_spent_Large_value_payments,Standard,Yes,Doctor
7779,37.0,10025.2,1409.58,41.43157633631988,23.0,14.0,33.96409431796656,Low_spent_Small_value_payments,Standard,Yes,Musician
18760,39.0,64036.88,1635.19,127.82606133041408,31.0,15.0,34.810104931502764,Low_spent_Large_value_payments,Standard,Yes,Media_Manager
50043,30.0,9783.245,1684.06,52.83913367020968,45.0,17.0,24.464831212135373,Low_spent_Small_value_payments,Bad,Yes,Teacher
4044,22.0,86522.72,455.22,45.2646813787989,14.0,8.0,33.04000293842981,Low_spent_Small_value_payments,Standard,Yes,Accountant
25806,21.0,124419.66,923.85,344.18153557232336,18.0,8.0,34.32406368719541,High_spent_Large_value_payments,Good,No,Lawyer
38260,50.0,15606.515,257.85,35.62637254261307,7.0,3.0,26.326814573100208,Low_spent_Small_value_payments,Good,NM,Entrepreneur
48264,25.0,28230.92,2989.13,132.48112788009803,49.0,16.0,26.00590563606488,High_spent_Medium_value_payments,Bad,NM,Developer
26139,29.0,10623.765,181.68,26.515279960070053,9.0,12.0,33.47170532411978,Low_spent_Small_value_payments,Standard,Yes,Developer
3153,19.0,11970.955,889.62,14.885194696934184,26.0,8.0,30.744100601662588,High_spent_Small_value_payments,Standard,No,Teacher
38198,41.0,112362.76,1358.65,236.27765779486907,25.0,20.0,26.143136614746624,High_spent_Large_value_payments,Standard,No,Manager
50592,20.0,33335.24,1226.23,21.53854806279936,1.0,7.0,36.322906977314574,Low_spent_Large_value_payments,Good,No,Manager
45698,32.0,131577.84,816.21,185.4121959034533,18.0,2.0,34.45628378061127,High_spent_Large_value_payments,Good,No,Manager
47544,49.0,32314.44,1339.6,204.9179107962496,6.0,11.0,23.66573212377993,Low_spent_Large_value_payments,Good,No,Entrepreneur
16001,20.0,61235.6,71.52,27.65459979566915,10.0,3.0,27.3743242220953,Low_spent_Small_value_payments,Good,No,Manager
14082,40.0,19078.93,265.86,0.0,19.0,13.0,32.49506507418052,Low_spent_Small_value_payments,Standard,Yes,Journalist
35343,34.0,83703.52,4525.08,363.23731168748384,26.0,20.0,25.27080549298297,Low_spent_Small_value_payments,Bad,Yes,Mechanic
8638,46.0,99127.04,1126.35,245.9851478363627,17.0,19.0,24.39190811534571,High_spent_Large_value_payments,Standard,Yes,Musician
35871,15.0,10405.01,2086.22,33.60279492191524,56.0,15.0,28.78999856533403,Low_spent_Small_value_payments,Standard,Yes,Writer
26593,43.0,135895.96,429.77,0.0,12.0,17.0,33.77132626852749,High_spent_Large_value_payments,Good,No,Lawyer
7174,22.0,29608.46,1286.07,141.76428225323713,42.0,16.0,33.71412080542835,High_spent_Large_value_payments,Bad,Yes,Doctor
22369,30.0,29999.94,2593.23,101.64748417267153,42.0,21.0,28.82367550440972,Low_spent_Small_value_payments,Bad,Yes,Entrepreneur
39498,15.0,52972.5,2196.59,112.69576824348246,47.0,24.0,27.55070351150094,High_spent_Small_value_payments,Bad,Yes,Musician
4107,19.0,113781.38999999998,1030.2,0.0,14.0,8.0,28.59294254083936,High_spent_Small_value_payments,Good,No,Media_Manager
25381,31.0,15746.63,2098.83,44.04040477401768,22.0,12.0,22.705344755850696,Low_spent_Small_value_payments,Standard,Yes,Lawyer
20028,19.0,97961.96,750.95,0.0,7.0,10.0,23.116578129146305,High_spent_Large_value_payments,Good,No,Lawyer
45591,48.0,31895.07,220.33,60.32284544467706,14.0,8.0,24.276058862340584,High_spent_Small_value_payments,Good,No,Architect
45940,32.0,30922.28,957.53,30.33820425574796,19.0,1.0,26.090536657067894,High_spent_Small_value_payments,Good,No,Architect
7502,37.0,25530.33,761.18,0.0,16.0,13.0,36.32469457262065,Low_spent_Medium_value_payments,Standard,Yes,Journalist
35403,52.0,110786.63999999998,226.7,209.314506964946,12.0,15.0,24.582893836113247,Low_spent_Small_value_payments,Standard,Yes,Doctor
37887,27.0,39696.98,133.3,31.906580170809523,11.0,3.0,27.28968592950109,Low_spent_Medium_value_payments,Good,No,Lawyer
15917,34.0,120366.6,1396.64,233.4424036237371,12.0,8.0,25.10295361656535,High_spent_Medium_value_payments,Good,NM,Journalist
18748,52.0,13074.395,1048.26,9.175797471274404,9.0,13.0,26.116419500070467,Low_spent_Small_value_payments,Good,No,Mechanic
34976,31.0,76087.68,50.22,232.0660770076541,14.0,10.0,23.51605846311754,High_spent_Large_value_payments,Standard,Yes,Manager
21567,24.0,51824.94,2958.02,257.6594544707495,33.0,22.0,33.65354735784949,High_spent_Medium_value_payments,Bad,Yes,Mechanic
40830,31.0,11431.775,117.57,29.485471340503853,7.0,15.0,37.288316510792015,High_spent_Small_value_payments,Standard,No,Journalist
9126,38.0,14224.655,1343.01,7.642056540954449,24.0,10.0,36.93840510491938,Low_spent_Small_value_payments,Standard,No,Doctor
43124,46.0,142170.12,282.56,183.75951310113632,3.0,1.0,23.98679114614724,High_spent_Large_value_payments,Good,No,Musician
20133,46.0,19951.765,1463.07,28.21305815261517,15.0,6.0,23.75588254931053,Low_spent_Small_value_payments,Good,No,Mechanic
33288,36.0,94454.1,1342.61,152.50689472836868,9.0,6.0,29.04609172822285,Low_spent_Large_value_payments,Good,No,Teacher
45919,28.0,27063.43,1205.36,74.73897797254129,21.0,13.0,30.3032227975339,High_spent_Large_value_payments,Standard,Yes,Doctor
